sentence1,sentence2,similarity_score,pred_sim_score_cos,pred_sim_score_euclid,pred_sim_score_dot
un chien blanc court sur une plage.,le chien blanc court le long de la plage.,1.0,0.9445194,0.38926354,0.577426188403962
six chiens qui courent sur la plage de sable.,six chiens se promenent au bord de la plage.,0.68,0.92341256,0.33609274,0.753018259958508
un homme s'accroche a une poignee dans l'eau.,un homme s'accroche a des poignees en l'air.,0.64,0.6163678,0.24313228,0.3127254846018921
un chien blanc qui marche dans la neige.,un chien noir et feu qui marche dans la neige.,0.6,0.7166375,0.22080971,0.5314543372811004
le chien blanc et marron court dans l'herbe.,trois chiens courent sur l'herbe.,0.64,0.6205822,0.20684987,0.4288517709386859
un garcon descend un toboggan gonflable.,un garcon en rouge glisse sur un manege gonflable.,0.76,0.7572224,0.32613984,0.2744543837631318
deux chiens jouent avec une balle dans une flaque.,"deux chiens se tiennent dans une flaque, et l'un d'eux a une balle de tennis jaune.",0.76,0.84900796,0.2774467,0.6279358077802372
trois chiens jouent dans l'eau.,trois chiens courent dans la neige.,0.28,0.61915743,0.19515775,0.4767285839382676
deux chiens qui jouent dans la neige.,deux enfants qui jouent avec un chien.,0.24000001,0.4046742,0.16267374,0.3416527621279367
une fille fait un virage arriere sur la plage.,une fille qui fait un virage a l'arriere sur la plage.,0.96000004,0.9635153,0.47865134,0.3856960897925993
les deux chiens jouent a aller chercher dans la neige.,deux chiens jouent ensemble dans l'herbe.,0.44,0.58752793,0.18839237,0.4647908495579665
deux surfeurs sur une petite vague.,deux surfeurs font des figures dans les vagues.,0.71999997,0.9027588,0.31557995,0.6940944846131119
deux personnes marchant sur la plage au coucher du soleil.,deux personnes marchant le long du rivage au coucher du soleil.,1.0,0.8518336,0.27847543,0.58020015055904
deux chiots qui jouent dans l'herbe,deux chiens se battent dans l'herbe.,0.8,0.7201557,0.23757915,0.4580409907404587
une jeune fille est assise sur les genoux du pere noel.,une petite fille est assise sur les genoux du pere noel,0.96000004,0.9496735,0.4835157,0.3903052373495411
un chien noir et blanc court avec la gueule ouverte.,un chien noir et blanc nage dans l'eau bleue.,0.44,0.5793082,0.21586226,0.3338273785576786
un jeune garcon saute en l'air sur la plage.,un garcon qui saute en l'air sur la plage.,0.96000004,0.89629036,0.3709975,0.4410877115934201
cinq hommes en smoking descendent les marches.,cinq hommes en smoking descendent une serie de marches,1.0,0.9747492,0.55819714,0.4215899953571396
homme en short rouge et chemise blanche tapant dans un ballon de foot.,un chien noir se tient dans le surf en tenant une balle de caoutchouc rouge.,0.0,0.0915093,0.14194694,0.146553217117569
un homme et un chien sur un rivage rocheux.,homme et chien debout sur des rochers pres de l'eau,0.96000004,0.8858034,0.31444067,0.6001794099560237
chien marron eclaboussant dans l'eau.,quatre chiens eclaboussant dans l'eau,0.48000002,0.6805952,0.22677243,0.4395954513859393
la femme souriante sur la plage est enterree dans des algues.,une fille avec un chapeau de cow-boy et un mouton en laisse.,0.2,0.22745132,0.15143625,0.2245863366335575
un chien avec de grandes oreilles tient un petit baton dans sa gueule.,un chiot avec de grandes oreilles qui mache un baton.,0.76,0.48966163,0.19229642,0.3319994593124613
le grand chien brun saute dans les hautes herbes.,la jeune fille en chemise bleue court dans un centre scientifique.,0.0,0.041738406,0.14620869,0.1155018660264968
deux chiens qui se battent dans la neige.,deux chiens qui jouent dans la neige.,0.52,0.9718515,0.45584,0.7763145732922795
un chien brun est au milieu d'une file de chiens qui poursuivent une balle de tennis sale sur de la terre.,il y a deux chiens blancs et un chien marron qui poursuivent une balle.,0.56,0.7335949,0.23630904,0.4952267495008524
un chien gris est actif dans un champ herbeux.,un groupe de velos en course sur une piste.,0.0,0.097692825,0.15953776,0.1337708354370459
deux personnes font une course de side-car dans la boue.,le chien portant un long baton dans sa gueule.,0.0,-0.00035992544,0.14316402,0.0949401783434071
l'homme est assis au sommet d'une montagne rocheuse.,une personne sort sa tete d'une tente au sommet d'une montagne.,0.48000002,0.574306,0.18748729,0.4478686920009767
un homme debout sur un bateau tire un autre bateau a proximite avec un baton de bambou.,"un homme avec un chapeau noir, debout devant un mur de briques et un panneau",0.0,0.26578283,0.1548565,0.2461282070598191
un homme joue de sa guitare blanche.,un homme qui joue de la guitare blanche et qui chante aussi,0.64,0.7876358,0.25640288,0.332949375724946
une personne fait du skijoring avec un chien dans les montagnes.,un chien brun joue avec une balle dans l'eau.,0.0,0.36572224,0.16175555,0.3118813148110452
deux jeunes gens torse nu jouent dans l'eau.,beaucoup de gens jouent dans l'eau a la plage.,0.48000002,0.4437183,0.17299505,0.3474144770691316
gros plan d'un colibri.,gros plan d'un colibri en vol.,0.71999997,0.96250296,0.4791364,0.5073947035060808
femme en robe noire marchant dans la rue.,une femme regarde un chien sauter dans les escaliers.,0.16,0.22976677,0.15047246,0.2261530749466658
un homme et une femme regardant la camera.,un homme et une femme qui rient.,0.466,0.64504594,0.20733996,0.4655842497506265
un chien brun qui court dans l'herbe sale et boueuse,le grand chien brun court dehors dans la salete.,0.71999997,0.87506646,0.32884696,0.4649787010783297
trois chiens tirant un homme sur un velo dans la neige.,"les chiens tirent un homme sur une sorte de velo, a travers la neige.",1.0,0.9277785,0.36498532,0.6388522464445252
"un bebe avec un chapeau rouge, assis dans une poussette, tient une poupee.",un homme en chemise grise assis dans un champ de fleurs.,0.0,0.12724859,0.14697899,0.1632998849703289
"trois enfants jouent avec du foin a l'exterieur, en en jetant sur l'objectif de l'appareil photo.",trois jeunes enfants jouent dans le foin et en jettent a la camera.,0.96000004,0.949839,0.46054906,0.4427042177367952
un grimpeur est debout sur la paroi rocheuse a cote de la corde rose.,les enfants courent dans la neige avec des clotures en arriere-plan.,0.0,0.04246313,0.1409056,0.1182037693454742
un chien noir portant un collier orange est empetre dans un fil de peche.,le chien noir portant un collier rouge secoue l'eau.,0.35999998,0.7423625,0.23996215,0.4846158901228889
deux chiens jouent dans la boue.,une danseuse qui pose pour la camera dans une robe rouge et blanche.,0.0,-0.104737,0.12595084,0.0314822064646354
un chien en or court sur l'herbe.,le grand chien beige court dans l'herbe.,0.68,0.9048637,0.34965804,0.5390321105353394
un chien court dans l'herbe.,un chien court dans l'herbe.,0.96000004,0.9999999,1.0,0.5969187755884918
un homme en short rouge marche le long des rochers d'une riviere en portant un baton.,un homme marche sur des rochers avec de l'eau qui coule autour d'eux.,0.68,0.75414944,0.25394192,0.4631493392873075
un homme qui rame sur un bateau.,un homme qui fait un tour de skateboard,0.0,0.31607035,0.18784723,0.2160905966850297
trois chiens qui courent sur un champ de courses.,trois chiens dans un virage sur un hippodrome.,0.96000004,0.71746767,0.25137103,0.4037726312730039
un chien noir et brun marche dans la neige pres d'un batiment.,un homme age se tient a l'exterieur d'un vieux batiment barricade.,0.16,0.07052033,0.14932193,0.1287475236297016
un chien saute dans une piscine a la poursuite d'un canard.,un chien qui saute dans une piscine.,0.68,0.87166023,0.29998335,0.6125038801810768
un chien qui court dans une foret en hiver,un chien qui court a travers de nombreuses brindilles.,0.64,0.6996763,0.2542619,0.3612411450394323
la fille joue avec les images sur le grand ecran.,"trois filles tenant des parapluies, dos a la camera.",0.08,0.33771995,0.1655079,0.2739028504170827
beaucoup de gens font une course dans la rue.,un chiot qui court dans une rue.,0.2,0.43625882,0.20484225,0.2344810120901366
un homme en maillot de bain se tient contre des rochers.,un homme en chemise grise grimpe sur une grande paroi rocheuse.,0.2,0.58798087,0.22767705,0.3143620795312901
deux chiens blancs marchant dans la neige.,un chien bronze avec un collier noir qui aboie dans la neige.,0.4,0.5552585,0.16841741,0.5161642600194156
une femme portant une chemise rose saute en l'air avec les bras et les jambes ecartes sur les cotes.,"un homme portant des bretelles et des lunettes de soleil bondit en l'air, les bras et les jambes ecartes sur le cote.",0.48000002,0.40637392,0.18221301,0.2846611166052516
un chien court dans l'herbe.,deux chiens courent dans les broussailles.,0.56,0.45748842,0.19620258,0.2879156335100185
un chien qui court sur le sable,un chien qui court dans l'eau.,0.56,0.6246266,0.24715681,0.3111994714939592
une femme tente de surfer sur une petite vague.,un homme et une femme assis dos a dos dehors au soleil.,0.0,0.115134254,0.14501417,0.1583140326047408
le chien noir et blanc nage dans la riviere.,un homme noir et son chien sur la plage.,0.120000005,0.43484616,0.18842006,0.286620841794933
homme debout sur des rochers dechiquetes pres de l'ocean.,un homme est debout sur des rochers surplombant l'ocean.,0.91999996,0.97636074,0.48015326,0.6919623484859414
une fille en combinaison noire et bleue est en train de surfer.,une femme portant un costume raye noir et bleu surfe sur une vague.,0.88,0.85278404,0.2833857,0.5356979330455721
la femme conduit un chien a travers une course d'obstacles.,femme menant son petit chien a travers une course d'obstacles.,0.91999996,0.91730154,0.3275184,0.7466469091319026
deux chiens sur la plage.,un chien se promene sur la plage.,0.48000002,0.7859127,0.22866304,0.6065656136616567
un jeune garcon est debout sur une zone grise carrelee.,un jeune garcon s'entraine au karate dans un gymnase.,0.2,0.3559028,0.17888668,0.2411922694504595
le chien court avec de la nourriture dans la bouche.,le chien court avec une balle jaune dans la gueule.,0.44,0.5909959,0.2118284,0.3752890835079081
deux chiens qui courent sur une plage.,deux chiens qui courent sur la plage,0.96000004,0.9992801,0.84179336,0.5898973708801293
un chien noir et blanc nageant dans la piscine,un chien noir et blanc qui court avec quelque chose dans la bouche.,0.4,0.5662285,0.20016244,0.3759308561081931
un chien a sa tete dans un sac cadeau rouge et vert.,un animal de compagnie enquete de maniere ludique sur le contenu d'un sac cadeau.,0.76,0.71844697,0.2272732,0.4694189906346721
un homme en chemise jaune portant un masque de soleil dore.,un homme en chemise jaune porte un masque dore en forme de soleil.,1.0,0.9903148,0.6012652,0.7028789474330965
un homme est en train d'escalader une paroi rocheuse a pic avec un support de corde.,un jeune homme fait un saut a ski avec une planche violette.,0.08,0.3647679,0.17097382,0.2819224033240529
un enfant avec les mains sur la tete.,"un petit garcon se tient debout, les mains sur la tete",0.84,0.7536513,0.2775057,0.3855539188893894
un homme portant un gilet orange fait du canoe dans l'eau bleue.,un homme en veste orange leve les mains vers le ciel dans le sable.,0.35999998,0.39770335,0.17600156,0.2974701620085794
un vieil homme en trench-coat noir sur une place de marche.,le bebe porte une chemise rouge et se promene sur une place.,0.24000001,-0.09472096,0.13785997,0.0477233421542337
un homme en train d'escalader une falaise.,un homme grimpe sur une falaise abrupte.,0.96000004,0.9598492,0.4574065,0.5660126591408517
deux filles sont en pyjama et semblent danser.,deux filles avec des casquettes de base-ball sont en train de manger un casse-croute dehors.,0.120000005,0.3388316,0.15099387,0.3206106937523341
un chien blanc et brun jouant avec un jouet noir.,un chien blanc et brun joue au tir a la corde.,0.68,0.7135755,0.23849165,0.4393718033585672
un garcon joue au base-ball.,un homme joue au base-ball.,0.6,0.92569166,0.35646927,0.5712555651547183
un garcon portant une chemise rouge court dans l'herbe avec un chien a poils.,un fan de sport porte du maquillage dans les tribunes.,0.0,0.15297689,0.15577674,0.1693746791003429
un chien noir recupere dans la neige.,un skateboarder qui saute dans la rue.,0.0,0.051537517,0.1357143,0.1255535802918323
un homme souriant et une petite fille qui posent pour la photo.,un homme souriant tient dans ses bras un petit enfant vetu de rose et de rouge.,0.64,0.71213824,0.25310296,0.3926639333095046
un chien qui saute pour un frisbee dans la neige.,un chien saute dans la neige.,0.64,0.93830997,0.3604709,0.6845361761102661
un chien brun et blanc au collier rose aboie dans la neige sur un chien brun au collier bleu.,le chien avec le collier rouge porte ses dents au chien avec le collier bleu.,0.68,0.716608,0.22028148,0.536597680920622
deux chiens bruns se mordent.,deux chiens bruns qui se mordent sur le sable.,0.84,0.8753825,0.32830796,0.4633614736620521
un skateboarder tente un tour sur le cote d'un muret.,un garcon fait des tours de skateboard sur une rampe.,0.8,0.83025837,0.31169266,0.4191011764228176
une jeune fille faisant un saut perilleux arriere dans l'eau.,une jeune fille portant du violet qui coule dans l'eau,0.56,0.6145843,0.22222453,0.3658403817724185
un snowboarder descend une rampe a cote d'une volee de marches.,un garcon est en train d'ecraser un skateboard sur un mur de beton.,0.16,0.4655239,0.18789288,0.3221012442758981
une femme avec deux hommes en chapeau qui se retrouvent dehors.,une jeune femme avec une casquette en tricot se tient contre le mur d'une pizzeria domino's.,0.28,0.43246317,0.1930802,0.2514035302835777
un petit garcon en peignoir est assis sur une chaise en metal.,un garcon en robe de chambre est assis sur une chaise.,0.84,0.781729,0.2996267,0.3668688635036445
un chien noir court dans la neige.,un chien pit-bull noir court dans la boue.,0.44,0.68269527,0.21095155,0.512342154768068
un groupe d'adolescents danse sur un plancher de bois.,un groupe de personnes vetues de vetements de couleur sombre danse en ligne sur un plancher de bois.,0.68,0.8380897,0.29098442,0.5184588161186863
un jeune garcon fait du velo.,une jeune fille allongee sur un jouet gonflable bleu,0.08,0.2352319,0.1837784,0.1652980646912337
un chien noir qui court dans la neige.,un chien noir qui court sur une plage.,0.35999998,0.6464479,0.21233222,0.4456998510972164
trois chiens dans la neige pres d'une cloture.,deux chiens boivent de l'eau dans un lac.,0.2,0.34289816,0.14918602,0.3310209056943694
une fille court le long d'une riviere avec deux chiens noirs.,un petit garcon caresse un tigre qui est couche.,0.04,0.2537861,0.16591163,0.2154979240697316
"une adolescente qui court sur une plage en criant, avec un homme plus age qui marche derriere elle.",un jeune enfant courant le long du rivage d'une plage,0.35999998,0.5417193,0.23907913,0.2443168503775463
un chien brun et blanc marche a cote d'un homme sur un skateboard.,un enfant blond est couche sur une branche d'arbre dans un champ vert.,0.0,0.003505379,0.12967166,0.0973295438456454
un homme sur une planche de surf sur une vague.,un homme en noir sur une planche de surf qui surfe sur une vague.,0.8,0.921685,0.3774361,0.5427984106350888
l'homme en chemise rouge est en train d'escalader le flanc d'une montagne.,un homme est en train d'escalader le flanc d'une montagne.,0.84,0.87952495,0.3078466,0.5683712215317592
un homme conduisant une moto tout en portant un uniforme noir.,une moto blanche est conduite sur un circuit de course.,0.28,0.56455827,0.1830447,0.4566322646206024
un chien noir qui nage dans une riviere.,un chien noir qui creuse dans la neige.,0.24000001,0.57740617,0.1976731,0.397174774041228
un homme et une femme sourient.,un homme et une femme qui rient.,0.64,0.90786135,0.34206587,0.6034067589147994
un homme est debout au sommet d'un rocher ou d'une montagne et regarde le coucher du soleil.,un homme debout dans la montagne qui regarde un coucher de soleil.,0.96000004,0.92949164,0.34963885,0.7291827016318397
deux petites filles jouent sur un trampoline.,deux petits garcons jouent sur un terrain de jeu.,0.28,0.34126285,0.17489034,0.2513957298507072
deux filles sautent en l'air.,deux chiens s'affrontent dans l'herbe pres d'un lac.,0.04,0.24096023,0.14521517,0.2489249694527568
la femme qui tient un sac a main noir fume une cigarette.,une femme avec un sac noir fume une cigarette,0.96000004,0.9815122,0.5110112,0.7031604041479068
un chien court dans l'herbe.,un chien brun court dans l'herbe.,0.84,0.94741607,0.41707376,0.5842798838056068
un homme aux cheveux longs regarde a travers une camera.,une femme se tient contre un mur pres d'une camera video.,0.2,0.35625353,0.17649958,0.2600003686505945
chien brun courant sur l'herbe.,le chien court sur l'herbe.,0.8,0.9013835,0.3600692,0.4957846140201561
deux personnes portant des chapeaux s'assoient et regardent la camera.,un homme portant une chemise bleue fait une grimace.,0.0,0.1961443,0.15820482,0.1902505474995605
deux filles jouent avec des gens et des fleurs derriere elles.,deux jeunes filles en jupe jouent dans un jardin.,0.64,0.8097272,0.2506507,0.6192368825837169
une jeune fille en chemise rose s'etale les membres en l'air.,un homme vetu d'un costume de pere noel grimpe sur un grand batiment en beton.,0.0,0.13031445,0.17286235,0.1430865391242464
une petite fille en chemise rouge tire un cerf-volant.,une fille en chemise rouge prend une photo sur un telephone.,0.28,0.47296405,0.1811643,0.3480809599447771
enfant glissant dans la neige.,homme dormant dans la rue.,0.0,0.070500046,0.14871593,0.1295370169274736
trois chiens jouent dans l'eau.,trois chiens nagent dans l'eau.,0.84,0.9523144,0.42418885,0.5948298089802216
un chien blanc qui court sur le sable.,un chien blanc court sur le sable.,1.0,0.9589485,0.47694343,0.4133495058746342
"une petite fille, les mains en l'air, est assise sur le dos d'un homme alors que celui-ci est allonge sur une couverture.",un enfant court dans la direction opposee a celle des autres qui jouaient a un jeu.,0.04,0.43049425,0.1908041,0.2790435761031067
une voiture de course rouge et blanche sur un circuit de terre battue.,une personne conduit une moto de course sur un circuit de terre battue.,0.28,0.56540036,0.20255177,0.3766026283184564
un chien noir et blanc court dans un champ de vaches.,un grand chien noir et blanc court dans l'eau de l'ocean,0.44,0.5106782,0.18667902,0.3722423733404713
un homme avec un chapeau de paille ombrage son telephone tandis que d'autres marchent sur un trottoir anime.,"un homme est allonge dans une rue, la tete et les epaules sous une voiture garee et soulevee par un cric.",0.120000005,0.48169714,0.20658155,0.2791116696078572
un homme avec un sac de messager devant un mur de tuiles grises.,homme en veste rouge devant un phare.,0.16,0.52422124,0.20498024,0.3272513465096535
un chien nage dans l'eau.,trois chiens nagent dans l'eau.,0.64,0.7026758,0.2370522,0.4377912807188793
un petit chien blanc a poils boucles court sur le trottoir avec un baton dans la gueule.,un chien blanc aux cheveux boucles court avec un baton dans la gueule.,0.91999996,0.87678945,0.33598697,0.4714103984044375
"la femme blonde porte un drapeau americain noir, une casquette en tartan.",une femme aux cheveux roux porte un beret noir orne du drapeau americain.,0.56,0.9053853,0.3354071,0.5955539669742494
une personne tenant un filet est debout dans l'eau.,une femme noire et deux enfants noirs sont assis dans une tente au toit de chaume.,0.120000005,0.031752963,0.1456928,0.1100934529257233
une femme en survetement rouge presse des citrons dans un pressoir.,une jeune femme en sweat a capuche rose prend une photo.,0.08,0.44777676,0.2226042,0.2007005162711152
un homme promene deux chiens en laisse dans la rue,un homme promene deux chiens dans la ville.,0.84,0.96378994,0.48546004,0.5044242345558108
un chien court dans la neige.,deux chiens qui courent dans la boue,0.44,0.4472799,0.17172687,0.3540934908593352
un petit garcon qui joue dans la neige.,le chien brun et blanc joue dans la neige.,0.32,0.6909687,0.21587595,0.4971519337326514
une femme en chemise bleue et en short bronze est assise a une table.,une jeune femme souriante en chemise tourquoise et bandana pose a table a l'exterieur.,0.64,0.7352226,0.24427125,0.4643574713988581
un chien blanc qui court dans la neige,les chiens courent dans la neige.,0.64,0.78012586,0.25022224,0.5190787902490315
le chien noir court dans la neige.,un pilote de course conduit sa voiture dans la boue.,0.0,0.09834358,0.13842471,0.1542872528104265
un chien portant un chandail vert et un sac a dos qui marche sur la neige.,un petit chien portant un chandail vert et un sac a dos se promene dans la neige.,0.88,0.9654332,0.43820357,0.7338913848493154
un groupe de personnes assises autour d'un bureau.,un groupe de filles sur une plage.,0.120000005,0.14506285,0.1455884,0.176483130762503
trois chiens courent dans un champ.,deux chiens courent dans un champ herbeux,0.56,0.66903406,0.22323155,0.4378612709042251
"un homme et une femme, les mains sur le menton, sont debout a cote d'un arbre de noel.",l'homme a la barbe blanche et a la casquette bleue se tient dans l'embrasure de la porte d'un atelier.,0.08,0.115850985,0.1458761,0.1580025696014994
le chien noir et blanc a un baton dans les pattes.,un chien noir et un chien blanc sont debout sur la neige.,0.24000001,0.5791735,0.18617937,0.4232343640055971
un chien blanc qui court dans la neige,le chien noir et blanc court dans l'herbe.,0.28,0.5354209,0.20251241,0.3454318047156288
un homme a ski sur une colline enneigee avec des montagnes en arriere-plan,un chien s'amuse a s'ebattre dans l'eau avec des montagnes et du sable en arriere-plan.,0.120000005,0.2516137,0.16164555,0.2217303363642823
un homme sur un velo fait son nid dans une riviere.,un homme a velo fait un saut tres haut.,0.24000001,0.40249044,0.2111867,0.2263113542780298
un skieur descendant la colline enneigee.,un chien brun est couche dans la neige.,0.08,0.3165376,0.15585513,0.2844007638012898
deux chiens courent sur l'herbe.,deux chiens qui courent dans la boue,0.71999997,0.68736297,0.21931551,0.4786212040342129
un homme pulverise un fluide a partir d'un long tuyau sur la plage.,un type est assis sur son velo avec une roue en l'air.,0.120000005,0.25017214,0.16157275,0.2204650767674792
une personne portant un gilet rouge touche les patins a glace bleus d'une autre personne.,une dame fixe les patins a glace de quelqu'un dans la neige.,0.44,0.7401002,0.22732389,0.5530424092438335
une fille rebondit sur la tete sur un trampoline.,une fille rebondit sur sa tete sur un trampoline.,0.96000004,0.99064505,0.6470775,0.5016741545479462
une femme debout devant les arbres et souriant.,un homme se promene pres des arbres devant l'horizon de la ville.,0.4,0.40924576,0.17098933,0.3199280490209121
un garcon qui fait un saut perilleux arriere dans une piscine.,un garcon portant un maillot de bain rouge et bleu saute la tete la premiere dans une piscine.,0.48000002,0.8394093,0.33732864,0.3752598853122658
trois petits garcons se couvrent de bulles.,trois enfants debout au bord d'une piscine sont couverts de bulles de mousse.,0.84,0.68685174,0.21892667,0.4454443067792706
le garcon regarde la fille alors qu'une autre fille les ignore.,le garcon plonge dans la piscine pendant que le couple regarde.,0.04,0.17035563,0.1771753,0.1562273633842338
un chien noir avec un collier bleu court dans la neige.,un chien noir avec un collier rouge joue dans la neige.,0.64,0.91378593,0.3302779,0.7054406950719964
un oiseau est assis dans un arbre.,un oiseau est assis dans un arbre sans feuilles.,0.76,0.92511874,0.34233287,0.7280287718432156
un chien brun mache une balle orange.,un chien a une boule orange dans la gueule.,0.8,0.8648777,0.29021114,0.6269196144021636
un chien brun qui saute en l'air pour attraper une balle.,trois jeunes femmes sautent en l'air pour attraper un ballon.,0.120000005,0.3218105,0.15585384,0.2868726061085938
un enfant marche d'une table de pique-nique a l'autre.,le garcon saute d'une table de pique-nique a l'autre dans le parc.,0.64,0.6581504,0.21567552,0.4446359468523383
un chien dans la neige.,deux chiens dans la neige.,0.6,0.8146718,0.2362871,0.7347932965430725
dalmatie courant le long de la plage.,un dalmatien court le long d'une plage.,0.96000004,0.8275853,0.33057675,0.350216462012159
un chien qui court dans la neige.,un chien court dans la neige.,1.0,0.95300263,0.39465272,0.6475003619721417
quatre chiens noirs courent dans l'herbe.,un chien court a travers le champ herbeux.,0.4,0.49965987,0.17709373,0.3936895032353096
un homme en rouge et noir frappe un ballon de foot avec sa tete.,un homme portant un maillot de football raye rouge est a la tete d'un ballon.,0.71999997,0.8688464,0.30995524,0.5535063212891443
un chien brun se promene sur l'herbe.,un chien en poursuit un autre pres d'un arbre.,0.24000001,0.6130335,0.20066394,0.4414589267138646
une femme qui place un bebe sur un skateboard sur la plage.,une femme tient un petit bebe sur un skateboard a la plage,0.91999996,0.9797317,0.48328346,0.7010798256763536
un chien noir mord l'oreille d'un chien marron clair de maniere ludique.,un chien noir mord un autre chien dans un salon,0.8,0.8208817,0.25406298,0.6483985337323308
le beagle se promene sur la plage a la ligne de flottaison.,un beagle marche le long du rivage calme.,0.88,0.6655393,0.22882842,0.4032641605906103
le chien noir et blanc court dans l'herbe.,un chien noir et blanc court dans l'herbe.,1.0,0.99443823,0.69872767,0.5606642870003649
"deux chiens courent dans la neige, dont un avec une balle de tennis.","le garcon fait une cascade, dans les airs, sur son velo.",0.0,0.12134844,0.15669532,0.1462327782737641
un chien noir marche sur l'herbe avec un baton dans la gueule.,le chien noir court sur l'herbe avec un jouet dans la gueule.,0.64,0.8431649,0.28987244,0.547003324800942
un homme se dirige vers un policier qui se trouve a un passage pour pietons dans une rue de la ville.,un policier se tient a un passage pour pietons dans une ville.,0.6,0.88998103,0.3442746,0.500499334558963
un chien noir et un chien blanc qui jouent dans la rue.,un chien noir et un chien blanc jouent ensemble dans la rue.,0.91999996,0.9910625,0.5638303,0.661971821203393
un grand chien noir et blanc nage dans l'eau.,un chien noir et blanc avec un baton est dans de l'eau boueuse.,0.71999997,0.80036396,0.2728293,0.4891641301902931
un petit garcon clowns avec une passoire sur la tete.,un garcon avec une passoire en metal sur la tete.,0.84,0.44186956,0.20732856,0.2551929779007325
deux ouvriers du batiment sont assis sur une poutre et font une pause.,l'homme est en train de mettre sa chemise pres d'un ascenseur.,0.0,0.19923893,0.1557369,0.1960810171123331
un homme et une femme qui rient.,un homme et une femme s'embrassent.,0.24000001,0.55381763,0.19704643,0.3831282514047458
"un chien noir, brun et blanc qui court dans un champ.",un chien blanc et brun court dans un champ.,0.566,0.8371649,0.32755423,0.398017300932686
les enfants jouent dans une piscine sous la surveillance de deux hommes adultes.,les enfants jouent dans une piscine sous le regard des adultes.,0.91999996,0.8710743,0.31457713,0.542838508065701
deux enfants s'eclaboussent dans l'eau.,deux chiens jouent ensemble sur le lit.,0.0,0.21017072,0.15075982,0.2127375993152715
le chien brun et blanc se promene dans des eaux peu profondes.,un chien blanc et brun semble marcher sur l'eau.,0.91999996,0.8874092,0.31892228,0.5447371387691665
une femme lit dans les transports publics.,un homme qui s'est endormi dans les transports publics.,0.32,0.48113477,0.2045351,0.2901737252570002
un bulldog court dans un parc herbeux tandis que des gens se tiennent a l'arriere-plan.,"un chien court dans un grand plan d'eau, ce qui le fait eclabousser.",0.35999998,0.4906889,0.20216914,0.3002024639750899
un jeune garcon a velo sur une route de briques,une personne fait des tours a velo sur une rampe entouree d'arbres.,0.44,0.45963293,0.21682854,0.2483826924422888
le jeune homme fait du skateboard dans un skate park.,un garcon portant un t-shirt bleu est en train de s'envoler sur un skateboard dans un skate park.,0.76,0.797709,0.27946582,0.4575077296412709
une fille qui saute a la corde sur un trottoir pres d'un parking.,une fille qui saute a la corde sur un trottoir avec un parking sur la gauche.,0.88,0.9918125,0.62662894,0.6965735262925342
une personne est dans l'eau a la plage pendant que le soleil se couche.,une personne au-dessus de sa planche de surf sur l'eau.,0.6,0.7453847,0.24636748,0.4423488706202039
un chien saute en plein air pour attraper un frisbee.,le chien brun saute pour un frisbee rose.,0.8,0.8430773,0.300523,0.5026253799371798
le chien rend le jouet a son maitre.,trois chiens courent ensemble dans la neige.,0.2,0.30789015,0.1539536,0.2717281859024807
deux femelles sautent des balancoires.,deux filles sautent de la balancoire.,0.91999996,0.9176409,0.39693877,0.4469955243680714
une femme avec une jeune fille pose avec des statues d'ours devant un magasin.,un homme en maillot se tient devant une grande foule.,0.120000005,0.045731746,0.13744108,0.1202956811514293
un homme torse nu qui joue au football sur une pelouse.,un homme torse nu attrape un ballon de football,0.88,0.6866949,0.22159685,0.452157487534
une fille en vert tord quelque chose dans ses mains.,un jeune garcon ne portant qu'un short vert pose maladroitement sur un fond de briques.,0.16,0.3860411,0.18381864,0.2636248584835851
un homme en veste rouge tient son velo pour la photo.,une femme en veste rouge filme un paysage naturel.,0.08,0.3247369,0.16396359,0.2700800238928327
un garcon saute dans une piscine publique pas tres frequentee.,un homme saute sur un snowboard.,0.16,0.29498255,0.16292316,0.2441354769563993
les clowns prennent la pose pour la camera.,un enfant en orange est sur une planche de boogie dans les vagues.,0.120000005,0.0018031863,0.13622855,0.0961098404798121
quatre enfants se tenant par la main sautent dans une piscine.,quatre chiens jouent dans la neige.,0.0,0.19369408,0.13413595,0.23272853264775
un garcon pousse un chariot avec deux citrouilles.,un enfant s'accroupit derriere un chariot avec deux citrouilles a l'interieur.,0.56,0.6556298,0.29235318,0.2387923273660022
deux joueurs de football se disputent le ballon au cours d'un match intense.,deux petits chiens orange et blanc sont dans la neige.,0.0,0.14266524,0.12876587,0.2016335495549212
le chien noir se promene dans les hautes herbes.,le chien noir court dans l'herbe.,0.76,0.8915614,0.3324358,0.5219045504840275
deux chiens noirs qui jouent dans la neige.,un chien noir creuse dans la neige.,0.68,0.8295224,0.25197107,0.6876496173780822
un chien saute par-dessus une chaine.,un chien qui saute par-dessus une chaine.,1.0,0.98978007,0.6184027,0.5332935297546443
"une fille avec un sac a main noir, assise sur un banc en bois.",une jeune femme avec un sac a main noir est assise sur un banc en bois.,0.91999996,0.95411515,0.43141955,0.6002673518224962
un chien noir et un chien jaune,un chien noir et un chien marron et blanc jouent dans un champ.,0.44,0.75595236,0.2247021,0.5855911045145806
trois enfants dans une fosse a balles.,plusieurs enfants jouent dans une fosse a balle.,0.68,0.8174036,0.29246664,0.4605850805501549
