sentence1,sentence2,similarity_score,pred_sim_score_cos,pred_sim_score_euclid,pred_sim_score_dot
une jeune femme se penche sur son assiette lors d'un repas.,"une jeune femme, seins nus sauf pour la peinture ou la boue.",0.16,0.41381106,0.35143504,0.24987329561395757
une personne grimpe une colline enneigee tandis que son chien la suit.,une personne grimpe une colline enneigee tandis qu'un chien noir la suit.,0.76,0.9073225,0.6018133,0.41143400732102225
un chien brun est assis sur la plage.,un chien qui court sur la plage,0.4,0.7907687,0.427749,0.6273396539474606
plongeur submerge dans l'eau.,le plongeur est sous l'eau.,1.0,0.9231198,0.5977267,0.4856739250953588
l'homme est a velo et descend une colline de terre.,un cycliste malin descend une rampe.,0.35999998,0.4604646,0.4060614,0.19042488442000682
un grand chien gris joue dans la neige profonde.,quatre chiens jouent dans la neige.,0.52,0.72544444,0.40051457,0.5676750578380722
un homme a velo sur la plage au bord de l'ocean.,un homme promenant sa vache sur le bord de la route.,0.16,0.47765914,0.34101453,0.33833151724712074
un chien dans une voiture.,un chien mord une serpilliere.,0.2,0.62741244,0.41827643,0.3154812445421943
un chien aux oreilles tombantes qui se dirige vers la camera dans les bois.,un enfant devant son propre reflet se tourne vers la camera et sourit.,0.24000001,0.40894133,0.34113467,0.2663634041843929
un chien brun eclabousse l'eau partout en la secouant.,un chien blanc se tient pres d'une riviere en se secouant.,0.48000002,0.6520004,0.41475692,0.37188572157250344
un chien noir et blanc court sur la plage.,le chien noir et marron court dans la neige.,0.35999998,0.7130493,0.3957658,0.5541505678798135
de nombreux habitants du moyen-orient sont assis a l'arriere d'un camion bleu.,un groupe de personnes se trouve a l'arriere d'un camion.,0.68,0.59028894,0.40634984,0.30946166807308884
personne avec deux batons de ski descendant une colline enneigee.,une personne qui descend une colline enneigee a ski.,0.84,0.86830115,0.5530907,0.40796441484288015
une femme mange du poisson dans un restaurant.,une femme qui mange un gros poisson dans un restaurant.,0.91999996,0.9570792,0.6244346,0.7507358943455659
un enfant et deux chiens jouent dans l'eau.,un enfant en rouge et bleu flotte en regardant l'eau.,0.44,0.650746,0.35502154,0.5838514248086212
un skateboarder qui fait un tour sur un mur de pierre.,un skateboarder qui monte une pente.,0.44,0.85463715,0.53796184,0.39858785991064943
les gens sont debout sur un escalier roulant qui monte.,les gens montent un escalier roulant.,0.91999996,0.94632196,0.6311068,0.57878941611736
une dame fait courir son chien sur un parcours d'agilite.,une dresseuse fait courir son chien dans un cours de dressage avec un tuyau vert,0.84,0.69322175,0.45680365,0.32271314313309946
le chien blanc et brun secoue les oreilles.,le chien brun court sur le sable.,0.28,0.6203203,0.38586536,0.40877463432940403
certains enfants levent la main et applaudissent.,trois enfants jouent au foot dans le sable.,0.04,0.3574794,0.32847518,0.2245189082101751
un homme qui fait une grosse bulle.,un homme marchant sur un grand cheval noir.,0.0,0.46157545,0.35313234,0.25509561802589964
deux personnes sont assises sur un quai pres de l'eau.,deux personnes sont assises au bout d'un quai au milieu de l'eau calme.,0.76,0.9123498,0.57222456,0.5623642872281902
gardien de but de hockey allonge sur la glace devant un filet.,un joueur de hockey est allonge sur la glace devant le but.,0.91999996,0.90711653,0.5602198,0.5281254864419361
un skieur portant un pantalon de neige bleu vole dans les airs pres d'un saut.,un skieur se tient sur les mains dans la neige devant une camera de cinema.,0.28,0.61665004,0.36467144,0.4756048201195397
le chien brun court le long d'un sentier herbeux.,un chien brun court le long d'une etendue herbeuse divisee par des cordes.,0.68,0.91567963,0.5850697,0.5194387795142337
la fille porte une chemise bleue a rayures et des rollers.,un homme portant une chemise noire et blanche qui saute sur le dos d'un chien,0.0,0.45029354,0.3182048,0.36850237643790557
un homme tatoue en noir qui joue de la guitare blanche et chante.,une femme avec un manteau noir et blanc et des cache-oreilles.,0.0,0.52668816,0.33469194,0.4261510988740701
un chien qui court le long de la plage.,garcon et fille courant le long de la plage.,0.28,0.6837788,0.4178601,0.3876540588543548
un jeune homme et une jeune femme assis sur un banc a l'exterieur s'embrassent.,l'homme et la femme assis sur un banc s'embrassent.,0.91999996,0.8457804,0.47484276,0.6440657987041696
un chien brun saute pour attraper une laniere verte dans sa gueule.,un chien gris saute pour mordre une laisse verte.,0.64,0.85912645,0.534861,0.45266585951966
un chien noir court dans l'herbe.,un chien noir et un chien marron qui courent dans l'herbe.,0.64,0.9142447,0.5517626,0.6708532038071686
une femme est assise sur un trottoir avec un telephone portable a l'oreille.,une femme fait du velo.,0.1,0.38168186,0.33808625,0.1951699264970198
trois chiens jouent dans un champ herbeux.,certains enfants jouent dans un champ.,0.24000001,0.630744,0.38414422,0.4229111797160281
un jeune garcon joue dans une fosse de balle rouge.,un garcon rieur est allonge sur une fosse de boules bleues.,0.6,0.55329335,0.39961863,0.28440646612328874
un surfeur sur une vague.,un surfeur surfe sur une vague.,0.88,0.96295,0.6566093,0.480476945194923
le skateboarder arrive en haut de la rampe.,le skateur fait du skateboard sur le mur de tuyaux d'un parc de skate.,0.48000002,0.7617333,0.44007903,0.48695612979187963
deux hommes dans un concours de course a pied.,des chiens en course.,0.2,0.54634696,0.40229565,0.2706516927070778
deux enfants marchent sur un chemin dans les bois.,deux enfants marchant sur un chemin dans les bois.,1.0,0.9924819,0.7987346,0.7702093591071687
un chien brun et blanc court sur l'herbe.,le chien brun et noir court dans l'herbe.,0.68,0.9055865,0.54020125,0.6569999367090931
deux chiens courent cote a cote sur l'herbe.,deux chiens qui courent sur l'herbe.,0.88,0.93815494,0.60495174,0.6211010815706696
deux chiens pissent sur une bouche d'incendie rouge.,deux chiens sont en train d'uriner sur la borne d'incendie rouge.,1.0,0.81477004,0.45113742,0.6166696503497173
un joueur de rugby en tenue sombre porte un ballon de rugby de couleur claire avec le bras tendu.,un chien brun s'eclabousse dans l'eau tout en portant une balle dans sa gueule.,0.08,0.43418476,0.31984708,0.34363832196096294
deux personnes marchent dans l'eau.,deux filles marchent pres d'un arbre devant un batiment en briques.,0.24000001,0.50083065,0.32924676,0.41120904077863957
un chien eclaboussant dans l'eau.,un chien eclabousse dans l'eau trouble.,0.8,0.9703632,0.7076715,0.4819111177979314
un groupe de personnes marchent sur le trottoir d'une grande ville.,un groupe de personnes se trouve a l'arriere d'un camion.,0.2,0.4756088,0.35607016,0.30004318795415297
le chien est en l'air au-dessus de l'herbe.,le chien est couche sur un lit avec un drap bleu.,0.2,0.54536104,0.33781567,0.4452340754102275
un chien noir court dans l'eau.,un homme en uniforme de football court avec un ballon de football pendant un match.,0.0,0.38289922,0.29401886,0.3534687322927236
une fille est debout dans le metro et attend quelque chose.,une fille se tient dans un endroit mal eclaire.,0.4,0.6045081,0.40186998,0.313801229966001
l'homme est assis avec une petite fille dans le parc.,l'homme joue avec le petit chien hirsute.,0.120000005,0.47752887,0.32517824,0.3692728062202072
un grand chien bronze court avec un objet vert dans la gueule,le chien bronze porte dans sa gueule un jouet vert qui couine.,0.88,0.8761746,0.53776675,0.5034382194076853
un groupe de personnes dans des bateaux qui font la course vers le rivage.,une classe d'eleves regardant une presentation.,0.0,0.27015117,0.34189358,0.15585989957980786
une personne fait du skateboard en l'air au-dessus d'une rampe.,un cycliste circule sur un element de piste situe dans une zone boisee.,0.120000005,0.4014967,0.36578017,0.2130782024471605
un garcon fait du skateboard sur la rampe metallique la nuit.,un chien brun court sur le sable en tenant un baton.,0.0,0.354858,0.3382949,0.22346251989090254
une personne se faufile par une ouverture dans la paroi rocheuse.,un chien brun de taille moyenne court a travers une zone boisee blanche et ouverte.,0.0,0.3188152,0.35945958,0.1462847883579422
chien courant vers la camera avec une balle dans la gueule.,le chien noir et blanc nage avec un objet brun dans la gueule.,0.4,0.6055025,0.39850956,0.3410009793039388
une jeune fille qui court sur la plage.,une petite fille qui court sur le bord d'une plage.,0.84,0.9699924,0.6681563,0.7216771639249849
un joueur de base-ball lance la balle.,le joueur de basket-ball tient le ballon.,0.32,0.7659025,0.44240022,0.4633734737578674
un homme se balance sur une corde au-dessus de l'eau.,un homme en maillot de bain marron se balance sur une corde au bord d'un lac.,0.6,0.722057,0.4256773,0.4603969598269004
une jeune fille vetue d'un costume de souris minnie et une femme plus agee marchant sur le trottoir.,un homme en costume blanc tenant un journal et marchant dans les rues.,0.2,0.5859107,0.3648513,0.4101205548502107
que diriez-vous de quelques temoignages de vrais experts de la sante ?,"de plus, qui peut dire qu'il n'y a pas de temoignages de ""vrais"" experts de la sante la-dedans ?",0.6,0.79037404,0.5028037,0.3658863014431601
"""puis le capitaine est parti.",puis le capitaine est revenu.,0.16,0.7624163,0.53680253,0.24627611895278073
le probleme est plus simple que cela.,le probleme est simple.,0.76,0.9153733,0.61156374,0.390938605238162
des exigences de reconnaissance negatives.,exigences du pacifique .,0.2,0.48186028,0.37903354,0.2586115373995382
"donc, je laisse tomber, pour l'instant, la question que je vous pose : "" ou est le marx ?","je vais maintenant vous poser la question : "" ou est le buf ?",0.08,0.8197595,0.529634,0.3579736633342353
allez comprendre vous me demandez de prouver un negatif ?,vous me demandez de prouver un negatif ?,0.91999996,0.9369565,0.6403484,0.45928502717243475
je suis d'accord avec l'utilisation medicale !,je suis d'accord avec l'utilisation medicale !,1.0,1.0,1.0,0.5242178149858725
les prix de tout ce dont vous avez besoin ont augmente en raison de l'inflation.,les prix de tous les actifs d'ie que vous possedez ont baisse.,0.4,0.58264786,0.39318338,0.33408155845594023
guerre au moyen-orient.,une guerre au moyen-orient.,1.0,0.98191774,0.7539408,0.3999212290242096
publie a l'origine par vienne en quoi etait-ce autoritaire ?,poste a l'origine par zaf j'abandonne.,0.120000005,0.20001233,0.3983549,0.08074554530999725
imaginez un endroit ou il y a % de blancs et % de noirs.,imaginez un endroit avec un % d'hommes et un % de femmes.,0.2,0.64843094,0.40356237,0.39801154112791626
il n'y a aucune chance d'avoir un proces equitable.,il n'y a aucune chance d'avoir un proces equitable.,1.0,0.9999999,1.0,0.41118241261951605
le nirvana est tres different de l'oubli.,le nirvana n'est pas un oubli.,0.71999997,0.7970513,0.49963358,0.38636605784823747
"en grande-bretagne, nous pensons differemment des americains.","poste a l'origine par zaf en grande-bretagne, nous pensons differemment des americains.",0.8,0.85457337,0.59518325,0.2673081590673398
"si vous repondez oui et non, vous etes probablement honnete.",si vous repondez non a mais oui a alors vous etes probablement honnete.,0.62,0.9709608,0.77575356,0.25204608366839976
la terre entiere combinee produit assez de nourriture pour des milliards de personnes.,qui en produit aujourd'hui suffisamment pour des milliards ?,0.44,0.4356061,0.3812016,0.2166333340731255
il avait des reports appropries pour l'epoque.,"des reports appropries pour l'epoque, hein ?",0.64,0.72299767,0.52378136,0.22622417813532436
"he, yeux bleus, comment ca va a londres ?","**smooches ran** hey, blue-eyes, comment ca va a londres ?",0.88,0.83364373,0.52029073,0.3984945959818042
"mais dans les journaux televises, j'ai vu qu'ils l'appelaient bien blanc.","mais il semble que cela aurait moins d'""impact"" s'ils ne l'appelaient pas blanc.",0.44,0.6228472,0.43762246,0.27404902743100246
"d'apres la petite amie et zimmerman, il l'a fait.","selon zimmerman, il l'a fait.",0.48000002,0.5845816,0.54520756,0.1165065365321074
mes parents m'ont dit que c'est mauvais pour vous.,mes professeurs m'ont dit que c'est mauvais pour vous.,0.56,0.71812177,0.43961385,0.40913832007062517
nazi est un terme d'argot pour le nswp.,poste a l'origine par odins eye .nazi est un terme argotique pour le nswp.,0.91999996,0.14878762,0.3239776,0.09956064409071629
je m'oppose a la peine de mort.,c'est pourquoi je suis favorable a la peine de mort.,0.2,0.8279768,0.5375484,0.35076372970601144
"eh bien, peu importe, vous l'etes maintenant.","eh bien, peu importe, vous en etes conscient maintenant.",0.44,0.8621471,0.6333048,0.21368253309450358
"ils ne produisent rien que je puisse manger, porter, vivre.","pensez a toutes les choses que vous ne pouvez pas ""manger, porter ou vivre"".",0.44,0.60402083,0.41448808,0.2891342064340627
dickshot matt holliday est proprietaire.,"matt holliday est le proprietaire, vous tous.",0.76,0.66262406,0.49023458,0.1957167734424251
les gens ont exploite les lois.,les gens ont contourne les lois.,0.56,0.9242315,0.61944944,0.43969184464796385
"c'est drole, je pensais la meme chose a propos de certains maths.","et la, je pensais que je connaissais un peu les maths.",0.44,0.7474326,0.49678993,0.3085097222797404
"j'ai des annees de droits ""neener neener"", j'utilise aussi de la laitue.","j'ai des annees de droits ""neener neener"" salut wiggies !",0.52,0.5633285,0.46878797,0.18058527843918717
"je ne fais pas preceder ou suffixer chaque mot par ""vous detestez les juifs"".",vous devriez arreter de tout prefixer ou suffixer avec votre haine des juifs.,0.6,0.77124584,0.48882803,0.3654927407378159
je lui ai demande si elle etait prete pour une cabane.,j'ai au moins demande si une partie a trois etait hors de question.,0.96000004,0.2917244,0.4116002,0.10796060257083544
cela n'a toujours pas de sens.,c'est vous qui n'avez aucun sens.,0.28,0.64008486,0.50350374,0.18461849665367172
des maisons plus cheres.,des voitures plus cheres.,0.24000001,0.6001781,0.4900204,0.17790126023646524
"martin a dit : ""pourquoi me suivez-vous ?""","zimmerman a repondu : ""que faites-vous ici ?",0.16,0.3543706,0.3410043,0.2183649270884722
bien que les estimations de l'intensite des satellites par le tafb et le sab ne soient que t./,les estimations subjectives de l'intensite de dvorak du tafb et du sab ont augmente a kt.,0.4,0.5939832,0.46916413,0.19416332978461906
"""les fees n'existent pas"" - bien.","""les satyres n'existent pas"" - bien.",0.24000001,0.6830243,0.50497115,0.21827573800885455
vous voulez savoir ce que je trouve curieux ?,c'est ce que je trouve curieux.,0.56,0.6876349,0.47332257,0.2524655098605522
quand ai-je compare la sexualite homo avec un trouble du developpement ?,j'ai compare la homophobie a un trouble du developpement.,0.52,0.80874395,0.4855528,0.45879412768901773
"si vous demandez aux conservateurs, les chiffres seront biaises vers la droite.","si vous demandez, les progressifs, les chiffres seraient biaises vers la gauche.",0.52,0.8628573,0.5644992,0.37335835465084166
vous n'avez pas mentionne la pfa avant ce seul poste.,je n'ai pas non plus parle d'ordonnance restrictive.,0.16,0.3568253,0.42844716,0.11026780617319391
ramblin' rose par nat king cole nous sommes tous des vaisseaux remplis de nombreuses merveilles.,l'il du tigre nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.48000002,0.5124005,0.40270934,0.24226890786424873
de l'annee precedente.,rechauffe.c de l'annee precedente.,0.6,0.3675785,0.4009522,0.1459100438681489
j'aime toujours cette emission.,"sacree merde, cette emission.",0.2,0.38173378,0.40868327,0.14526054122910112
leurs vastes proprietes sont protegees par le gouvernement.,leur grande richesse est protegee par le gouvernement.,0.64,0.84472626,0.5621799,0.33180321655305733
"difference fondamentale, s'il vous plait ?",une difference fondamentale ?,0.91999996,0.8686594,0.5759749,0.358505267728653
"comment exactement l'allemagne est-elle ""punie"" pour la stupidite de la guerre ?",comment sont-ils punis exactement ?,0.28,0.38118017,0.38323507,0.17586433680733843
"z l'a traque, puis l'a abattu.","vous avez declare que zimmerman "" l'a traque, puis l'a abattu "".",0.6,0.5242835,0.48253343,0.129941624952032
"je ne suis pas indigne, je suis decu.","que dieu me benisse, je ne suis pas indigne, je suis decu.",1.0,0.8062285,0.60392857,0.1666058108635633
nous n'en sommes jamais sortis !,d'ou vient l'argent en premier lieu ?,0.16,0.024167858,0.35010096,0.03888037819220447
la liberte d'expression a des consequences !,"si la liberte d'expression a des consequences, alors elle n'est pas libre.",0.42222223,0.7185608,0.48143354,0.3011624204722081
mes parents m'ont dit que c'est mauvais pour vous.,mes professeurs m'ont dit que c'est mauvais pour vous.,0.56,0.71812177,0.43961385,0.40913832007062517
"si vous pouviez tuer une personne pour en sauver quatre, le feriez-vous ?","quant a savoir si je tuerais une personne pour la sauver, je n'en ai aucune idee.",0.4,0.62303346,0.41015795,0.32607718176280087
il ne s'agit pas d'imposer une morale.,c'est imposer une loi.,0.22,0.4434398,0.4214321,0.16700739052353716
cela depend de la facon dont vous definissez l'extreme.,"cela depend de la definition que vous donnez au terme ""extreme"".",1.0,0.8490567,0.53274673,0.32868447513060134
"au moins, le mexique etait present en californie.",le mexique a une revendication de zero sur la californie.,0.24000001,0.83963513,0.52989036,0.38765092100254317
"alors oui, nous lisons la bible pour en savoir plus sur le christianisme.","personnellement, je lirais la bible pour en savoir plus sur le christianisme.",0.6,0.81846344,0.49112388,0.4619169003794262
"ah ha, ha, ha, ha, ha, ha !","ha, ha, ha, ha, ha, ha, ha !",0.9,0.9926309,0.812661,0.6823907362682728
et c'est pourquoi vous me criez dessus et refusez de repondre a mes questions ?,vous refusez toujours de repondre a mes questions ?,0.68,0.6933873,0.44991884,0.3399419107362438
"vous avez trop de reglementation, pas trop peu.","il faut trop intervenir sur les marches libres, pas trop peu.",0.76,0.45917416,0.45595798,0.124662243755585
"l'element humain vous pourriez signer lance berkman a la fin de l'annee, je suppose ?","vous pourriez signer lance berkman a la fin de l'annee, je suppose ?",0.8,0.8630992,0.5749723,0.3425107436287144
pourquoi le livre de thomas a-t-il ete exclu du canon ?,pourquoi l'ajout d'autres mots de jesus serait-il exclu du canon ?,0.52,0.6348631,0.42203003,0.3270907296885899
vous voulez dire que vous croyez la parole des grands medias ?,vous voulez dire que vous croyez les paroles du springhallconvert ?,0.35999998,0.6241226,0.44106257,0.27483712942038196
nous sommes censes explorer.,nous sommes faits pour bouger.,0.48000002,0.44850907,0.45359337,0.1382254992580996
"israel ne donne pas un ****, acceptez-le.",qu'israel ne donne pas un **** ce que les autres pensent.,0.68,0.87662935,0.6009386,0.2961559996974152
nous sommes tous des vaisseaux remplis de nombreuses merveilles.,i want to rock and roll by kiss nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.68,0.49678606,0.45043167,0.1648280325918644
slutstamp ! un ami cher de l'ohio m'a envoye ceci.,un ami cher de l'ohio m'a envoye ceci.,0.71999997,0.9575536,0.7644868,0.22642604660187154
"et pourtant, l'histoire du titanic est celle qui resiste a l'examen des preuves.",la nouvelle etude montre que l'histoire du titanic ne resiste pas a l'examen minutieux des imo.,0.32,0.74156594,0.4812924,0.33569905569291464
peut-il vraiment gagner de l'argent grace a la publicite sur google ?,qui gagne de l'argent grace a la publicite sur google ?,0.64,0.8252736,0.50078183,0.4583837664020989
ils savent que la video ne montre pas de chambre a gaz.,le fait est que le clip video ne montre pas de chambre a gaz.,0.91999996,0.84208506,0.5487886,0.3544220073149645
"chaleureux, peut-etre un enregistrement.","plus chaud, presque certainement un record.",0.88,0.72015643,0.5104368,0.24551649732671912
"""brillant mais ecervele"" devient ""traiter avec des medicaments"".","""obstine et obstine"" devient un traitement medicamenteux"".",0.44,0.79352504,0.5038629,0.3679989909191549
"quelle est votre definition de la ""vie"" ?",quelle est votre definition de la nature ?,0.24000001,0.59690255,0.38149062,0.3860118946156391
cela pourrait etre beaucoup de choses.,il pourrait s'agir d'une simple erreur.,0.44,0.44778806,0.4116179,0.18193435860244309
"pas d'extorsion, pas de corruption, pas d'argent implique il demande de l'argent pour son vote.","pas d'extorsion, pas de corruption, pas d'argent implique seulement des crimes de classe e.",0.76,0.80862445,0.48984125,0.44703040840982633
la version revisee du dr neander.,"la version revisee de neander"" ?",0.8,0.73892665,0.45779908,0.39264860373166627
dois-je simplement lui dire ce que je ressens ?,dois-je attendre et voir comment ca se passe ?,0.44,0.2310115,0.36266792,0.11517506320401667
i. exigences atlantiques .,exigences du pacifique .,0.16,0.16047801,0.33500215,0.09885001871325477
vous n'avez pas les restes d'un missile au pentagone.,vous n'avez pas de temoins pour un missile au pentagone.,0.52,0.92599666,0.6533597,0.34055869473296424
"""jane"" veut que je demande a l'invite utile de la fete de payer.","je n'arrive pas a croire qu'elle vous demande de demander de l'argent a l'invite de la fete, qui est tres serviable !",0.44,0.6846839,0.4865126,0.23724224358714338
toute femme qui veut un controle des naissances peut l'obtenir.,toute femme qui le souhaite peut se faire avorter.,0.32,0.8606398,0.5577996,0.38578899818382656
est-il legal de cultiver ?,"oui, il est legal de cultiver.",0.52,0.683102,0.49079287,0.23196418072427002
"le fait d'appuyer sur un bouton ne ""fait"" pas l'anglais.",le fait d'appuyer sur l'un d'eux envoie un signal sonore.,0.35999998,0.348923,0.38341966,0.15650025015107177
quel est mon avis sur la serie ?,quelle etait mon opinion sur firefly dans l'intervalle ?,0.56,0.50879854,0.40345904,0.23563751566379124
nous sommes tous des vaisseaux remplis de nombreuses merveilles.,chuck close nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.71999997,0.8647276,0.60795444,0.2733843911941549
a-t-il des partisans ?,il a sans aucun doute des partisans.,0.4,0.5770961,0.50019085,0.1363416114767017
"mais d'accord, la souverainete ultime ?","ainsi, la souverainete ultime.",0.44,0.5933367,0.48787406,0.17614314801518288
ce n'est pas une reponse.,"non, ce n'est pas une reponse.",0.96000004,0.7514627,0.6121593,0.1378071517025074
les nazis augmentent la duree de vie d'un permis de port d'arme de plusieurs annees.,les nazis ont abaisse l'age minimum pour acheter une arme a feu de a .,0.44,0.69360006,0.4424867,0.35771431116575036
mais nous ne pouvons pas le faire sans aide.,"nous ne pouvons pas le faire sans vous"".",0.71999997,0.6886601,0.4686549,0.2835201755209708
aucune personne en bonne sante n'a besoin de jouer.,aucune personne en bonne sante n'a besoin de sexe.,0.28,0.7019888,0.4499113,0.342053488889722
"j'ai dit que ce n'etait pas une personne, au sens juridique du terme.","si ce n'est pas une personne, alors c'est wtf ?",0.4,0.44903737,0.43196827,0.15988874877145748
voyez-vous obama appeler a une reforme de la reglementation ?,"voyez-vous obama appeler a la reduction, au plafonnement et a l'equilibre ?",0.35999998,0.73491323,0.45261836,0.390514167199366
"""les farfadets n'existent pas"" - bien.","""les elfes n'existent pas"" - bien.",0.6,0.72885835,0.48932442,0.2542731522010554
"j'ai pris du heine and coors light, je l'ai allume hier soir, xanis.","je l'ai commence hier soir, xanis.",0.4,0.6216292,0.46692988,0.22683052441664364
l'iran est egalement signataire du tnp et de l'aiea.,"il faut aimer le fait que ""l'iran est egalement signataire du tnp et de l'aiea"".",0.84,0.8456881,0.561984,0.33540690861487077
"""les gorgones n'existent pas"" - bien.","""les satyres n'existent pas"" - bien.",0.4,0.7768549,0.55010146,0.24146189160144918
"la meilleure facon de faire sortir de l'argent est de se debarrasser du lobby, de tout ce qui s'y rattache.",la meilleure facon de le faire tourner en rond est de faire sortir de l'argent.,0.6,0.77297103,0.5500618,0.21715591714358473
"j'ai des annees de droits ""neener neener"". en general, je recois des soins plutot decents.","j'ai des annees de droits ""neener neener"" ; ce sont des crackers.",0.68,0.8037577,0.5939474,0.20549960391702835
dutchy quelqu'un a-t-il des nouvelles de dutchy ?,"@nickfun, quelqu'un a-t-il des nouvelles de dutchy ?",0.71999997,0.796511,0.46975192,0.3738603237781496
"commodity expanded value-form, .",forme elementaire de la valeur en capital des marchandises .,0.71999997,0.679783,0.38121238,0.5180226931404173
vous etes un chretien.,vous n'etes donc pas chretien.,0.28,0.6697811,0.59603655,0.11462407058981164
et le simple fait qu'aujourd'hui ?,je le repete : et le simple fait qu'aujourd'hui ?,0.8,0.811267,0.5440278,0.30641819151283645
la morale n'a absolument rien a voir avec ca !,et la morale et l'honnetete ont tout a voir avec cela.,0.4,0.6870403,0.4666375,0.2848174157574223
"""oh, tu es tellement bon !","vous etes une si mauvaise personne !""",0.35999998,0.5900905,0.407007,0.3094191763298066
fern je pense que des histoires comme celle-ci sont stupides.,- loup je trouve que des histoires comme celle-ci sont stupides.,0.71999997,0.9158684,0.66753465,0.27063419482510054
la formation de cyclones n'est pas attendue dans les prochaines heures.,la formation de cyclones tropicaux n'est pas prevue.,0.68,0.6512486,0.43014145,0.33061981060732715
ne comprenez-vous pas ce que cette serie de mots signifie ?,"ne comprenez-vous pas ce que le mot ""dirige"" implique ?",0.24000001,0.746377,0.45011768,0.4087319682610211
il n'y a pas de liberte de religion.,il n'y a pas de liberte d'expression.,0.24000001,0.56080234,0.39797032,0.2865181750205924
originally posted by solinvictus le messahe de toutes les ecritures est l'unite.,publie a l'origine par solinvictus ah.,0.48000002,0.5475361,0.39805377,0.28115157679722885
"combien de temps apres l'effacement, l'enfant doit-il retourner a l'ecole ?","combien de temps apres l'effacement, cela ne devrait-il plus deranger l'enfant ?",0.6,0.8549079,0.5432483,0.4117321032431256
"un homme et une femme sont differents, oui.","les hommes et les femmes sont differents, oui ?",0.68,0.8753905,0.52528274,0.49053872851651503
la double incrimination permet en fait d'obtenir l'annulation d'un jury.,"pour ce qui est de la legalite, je peux recourir a la nullite du jury.",0.44,0.5811186,0.4322412,0.20623205261802688
facilitateur : montrez-moi l'enfant intelligent.,facilitateur : et pourquoi est-elle l'enfant muet ?,0.2,0.4699255,0.40918624,0.20003708330703476
la fiction religieuse n'est-ce pas redondant et repetitif ?,n'est-ce pas redondant et repetitif ?,0.64,0.64976966,0.44145465,0.29260800450525787
poste a l'origine par anabelle quel est le probleme ?,"publie a l'origine par vienna pour ""dire"" quoi ?",0.0,0.40452737,0.42319608,0.14471454411856147
cracklin' rosie de neil diamond nous sommes tous des vaisseaux remplis de nombreuses merveilles.,jingle bell rock de bobby helm nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.32,0.7226783,0.47115228,0.32335520426941344
certaines personnes ont une confiance totale dans les personnes qui dirigent ces institutions.,les autres n'ont aucune confiance dans les personnes qui dirigent ces institutions.,0.32,0.7916524,0.52513903,0.29816235086201637
la monnaie courante a commence comme une uvre de fiction.,il s'est termine comme une uvre de fiction.,0.44,0.6640868,0.49465472,0.2174546667848155
"si ce n'etait pas une vie, alors il ne pourrait pas naitre.","si elle n'etait pas vivante, elle ferait une fausse couche toute seule.",0.6,0.7223297,0.53084785,0.20858268496108362
"gl, terral c'est absolument incroyable.",salut ollie : c'est absolument incroyable.,0.48000002,0.48194724,0.45751914,0.1484615096224677
supposons que nous ayons % de blancs et % de noirs.,imaginez un endroit ou il y a % de blancs et % de noirs.,0.7555555,0.7664033,0.4526466,0.4678468301655248
la liberte d'expression a des consequences !,"si la liberte d'expression a des consequences, alors elle n'est pas libre.",0.42222223,0.7185608,0.48143354,0.3011624204722081
"""les fees n'existent pas"" - bien.","""les farfadets n'existent pas"" - bien.",0.2,0.7221098,0.52602977,0.21638616287104812
"si c'est le cas, dites que c'est pour cette raison qu'elles ne sont pas vraies.","s'il vous plait, ce n'est pas vrai.",0.64,0.6140529,0.4443234,0.24785914340110254
-ne pas en parler et ne rien faire.,est encore pire que d'en parler et de ne rien faire.,0.56,0.5096282,0.4769051,0.14522538203536475
"""etre contre les armes nucleaires"" ne signifie pas ""ne pas vouloir utiliser d'armes nucleaires"".","""etre contre l'utilisation des armes nucleaires"" signifie ""ne pas vouloir utiliser d'armes nucleaires"".",0.28,0.98069453,0.7306532,0.6584333248491485
ma niece est mariee a un homme noir.,ma grande niece est a moitie noire.,0.28,0.7922583,0.45578584,0.47029282923395327
la population du royaume-uni est d'un peu plus d'un million d'habitants.,la population japonaise est de pres d'un million d'habitants.,0.2,0.59682304,0.393821,0.3515579330739136
j'ai tire sur le sherif nous sommes tous des vaisseaux remplis de nombreuses merveilles.,nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.68,0.7698312,0.55066764,0.2291088227382514
j'espere que ce n'est rien.,j'espere que tout va bien !,0.4,0.6484754,0.4673271,0.2320208581726173
l'argent que j'ai depense pour adopter le velociraptor.,c'est peut-etre mon sommet. l'argent que j'ai depense pour adopter le velociraptor.,0.84,0.041795496,0.34559393,0.045419457080381205
"alors, vous croyez vraiment chaque mot de ce que terral a ecrit ?","gl, terral hi corn : alors, vous croyez vraiment chaque mot de ce que terral a ecrit ?",0.84,0.92697555,0.62406176,0.4519838561446607
"qu'est-ce qui ne l'est pas, comment ce qui a ete vendu ?","ce n'est pas la facon dont il a ete vendu, gb.",0.32,0.51975477,0.47657546,0.13554216746046147
je sais que je detesterais etre lui.,je detesterais etre lui aussi.,0.88,0.6482992,0.5050969,0.1772448608606232
