sentence1,sentence2,similarity_score,pred_sim_score_cos,pred_sim_score_euclid,pred_sim_score_dot
comment savoir ce qui est bien et ce qui est mal ?,comment savoir quelle est la bonne histoire ?,0.44,0.834499,0.11429797,0.6987240681575035
"ha, ha, ha, ha, ha, ha, ha !","ah ha, ha, ha, ha, ha, ha !",1.0,0.96020895,0.20583932,0.9126643062847164
et nugent a ete completement idiot de dire ce qu'il a dit.,natalie etait completement idiote d'avoir insulte leurs fans.,0.120000005,0.6332673,0.10023842,0.29095776262719325
tout est de la faute de bush.,obama est la faute de bush.,0.24000001,0.8098693,0.1377162,0.37082686587984953
vous devriez arreter de tout prefixer ou suffixer avec votre haine des juifs.,"je ne fais pas preceder ou suffixer chaque mot par ""vous detestez les juifs"".",0.48000002,0.80539775,0.11502112,0.581097702531494
j'ai rate le moment ou il a dit que les noirs allaient se revolter.,"je n'ai jamais, jamais, jamais dit que les noirs allaient se revolter.",0.48000002,0.8758759,0.13685796,0.6267506368554798
"pourtant, vous n'avez pas eu a le declarer.",et vous n'avez pas eu a le faire.,0.4,0.87053394,0.13496672,0.6773822524401081
proverbes jean-baptiste etait un nazarite de naissance.,jean-baptiste etait un nazariste de naissance.,0.91999996,0.91862875,0.19967057,0.3931433541645195
jacques : dit que la foi sans les uvres est morte.,paul n'a pas preche la foi sans les uvres.,0.44,0.77486277,0.13108574,0.3212029324674667
milliards . tout le monde dans le monde au niveau de prosperite actuel du mexique.,"tout le monde dans le monde au niveau de ""prosperite"" actuel de l'afrique du nord-ouest.",0.30666667,0.36642838,0.07655892,0.13534501934076565
et videos les donnees sismiques n'ont pas la meme duree d'effondrement.,les donnees sismiques n'equivalent pas a la duree de l'effondrement.,0.91999996,0.8314446,0.14782144,0.35816284588080033
poste a l'origine par lone fox vous l'avez deja dit plusieurs fois.,poste a l'origine par lone fox et tout n'est pas lie a l'iran non plus.,0.44,0.8050744,0.14360203,0.3087150649070335
"vous n'aimez peut-etre pas les opinions d'obamas, mais il les a.","vous n'aimez peut-etre pas les postes qu'il occupe, mais au moins il les a.",0.52,0.87537223,0.14373092,0.5607498185989908
mais croyez-vous vraiment qu'il y avait un iceberg dans ces eaux ?,je crois absolument qu'il y avait un iceberg dans ces eaux.,0.6,0.75761855,0.10270459,0.5635604932025371
il n'y a tout simplement pas de victoire pour obama chez les conservateurs.,c'est riche venant d'un conservateur.,0.28,0.6426869,0.0941615,0.36934980534309686
satan represente l'indulgence au lieu de l'abstinence !,. satan represente la vengeance au lieu de tendre l'autre joue !,0.32,0.8526278,0.13529043,0.5280690083793211
tant que la taxe sur cette vente est payee.,tant que l'impot est paye.,0.76,0.76090425,0.11298509,0.44020490072480595
reparer? : l'islam lui-meme n'est pas politique.,l'islam a toujours ete politique.,0.24000001,0.6928942,0.11041903,0.3086242342725932
le mois de mars est egalement la date du soulevement en chine.,la date du soulevement en chine a ete publiee a l'origine par vitchilo march.,0.8,0.7187281,0.117450476,0.29664955545908595
j'espere que tout va bien !,j'espere que tout va bien.,1.0,0.82066613,0.12409991,0.5377226478335808
comprenez-vous pourquoi il est absurde de limiter la question aux residents americains ?,comprenez-vous pourquoi les non-residents des etats-unis sont egalement pris en compte dans les statistiques ?,0.64,0.7797222,0.11797665,0.4556297989719395
j'ai deja vu des ovni au-dessus de varsovie par le passe.,"respectueusement soumis, steve j'ai vu des ovni au-dessus de varsovie dans le passe.",0.8,0.8967637,0.18442616,0.3748566402832736
en fonction de l'action qui fait avancer leur programme de fous du moment.,en fonction de l'action qui fait avancer leur programme d'airs solitaires.,0.91999996,0.8623904,0.1520018,0.4486936177728918
convenez-vous en outre que je n'ai fait aucune reclamation ?,pour que vous admettiez et verifiiez que je n'ai fait aucune reclamation.,0.76,0.812871,0.12148191,0.5266231790062729
zimmerman dit qu'il a ete frappe par sa voiture.,"ses ""amis"" disent qu'il a ete confronte a sa voiture.",0.48000002,0.7808502,0.12783623,0.34784376575655584
"il n'y a pas de ""war"" au moyen-orient.",il n'y a pas de guerre au moyen-orient.,0.91999996,0.85111845,0.14068557,0.4982976413184132
l'opposition a la legalisation de l'avortement fait partie du mouvement pro-vie.,"pro-life fait egalement reference a la simple ""opposition a l'avortement"".",0.76,0.75316125,0.11776523,0.36943230766721596
"gains en capital, taux superieur : pour cent.","- revenu, taux superieur : pourcentage.",0.56,0.72332716,0.1224188,0.27718351813506925
le temps de la saison par les zombies nous sommes tous des vaisseaux remplis de nombreuses merveilles.,la chanson theme de cheers : nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.56,0.81508523,0.12750617,0.48120196256632713
"non, je montre que vous etes deliberement ignorant.","lol, vous etes tellement ignorant.",0.8,0.781371,0.119889334,0.4390150801409011
nous sommes tous des vaisseaux remplis de nombreuses merveilles.,jingle bell rock de bobby helm nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.6,0.8655977,0.13800861,0.5923610048384012
le probleme n'est pas de savoir qui a de l'argent.,le probleme est de savoir qui n'a pas d'argent.,0.49333334,0.94356763,0.20401919,0.6127884848617343
"malheureusement, ford a accepte l'argent des contribuables.",ford n'a pas accepte l'argent du contribuable pour sauver l'entreprise.,0.56,0.74249625,0.11998733,0.31673323242197327
les musulmans diraient la meme chose a propos du coran.,les hindous diraient la meme chose de la bhagavad ghita.,0.2,0.8176836,0.13562606,0.4092103998387084
votre confusion ne fait pas de moi un menteur.,alors votre confusion ne fait pas de moi un menteur non plus.,0.76,0.91092503,0.17447978,0.5469243896996845
"quand les chretiens sont extremes, c'est tout simplement de la religion.","quand les musulmans sont extremes, c'est du terrorisme.",0.32,0.86991346,0.14886825,0.5039323505233128
"certains pensent que le ""droit"" est le plus important.",certains pensent que le plus important est de ne pas abattre les enfants a naitre.,0.24000001,0.73200047,0.108389586,0.40506446285695047
"l'evolution n'est pas une opinion, pas une croyance.","la theorie atomique n'est pas une opinion, pas une croyance.",0.32,0.89471525,0.15058713,0.6642620405678935
ce n'est pas moi qui revendique le droit de decider sur le corps d'une autre femme.,vous voulez que les autres decident du corps d'une femme.,0.56,0.7938107,0.1222488,0.4445756153320029
ou diable est ron paul ?,ou se trouve le media ?,0.16,0.649201,0.09357533,0.38515342482676246
vous n'avez pas les restes d'un missile au pentagone.,vous n'avez pas de restes d'un a- au pentagone.,0.48000002,0.9074705,0.16915129,0.5680603399963285
"le point que vous citez devrait dire : ""je n'ai jamais dit que la rehabilitation ne pouvait jamais fonctionner"".","pour la trillionieme fois, je n'ai jamais dit que la rehabilitation ne fonctionnait pas.",0.68,0.80864215,0.12458544,0.488747411717308
milliards . tout le monde dans le monde au niveau de prosperite actuel du mexique.,"tout le monde dans le monde au niveau de ""prosperite"" actuel de l'afrique du nord-ouest.",0.30666667,0.36642838,0.07655892,0.13534501934076565
mes cheveux sont tres beaux :/ citation : idem.,mes cheveux sont jolis tho :/ woops !,0.76,0.68109673,0.10108926,0.37011765820406234
cela n'empecherait pas de plaisanter sur les mariages.,et je ne me bats pas pour le mariage.,0.24000001,0.66043246,0.09421862,0.39335980347963745
vous semblez penser que les pauvres ne sont pas responsables de leurs actes.,les gens sont responsables de leurs actes.,0.32,0.7969043,0.11336541,0.5754171876198279
pourquoi cette transaction a-t-elle eu lieu.,la transaction a-t-elle eu lieu ?,0.48000002,0.85960805,0.12288806,0.7648476422379974
il s'agit des bagages attaches.,ce n'est pas la meme chose.,0.0,0.5211422,0.08229048,0.2753273459722383
nous sommes tous des vaisseaux remplis de nombreuses merveilles.,mettez un peu d'amour dans votre cur nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.71999997,0.87545705,0.13871577,0.6663907913872777
le probleme n'est pas de savoir qui a de l'argent.,le probleme est de savoir qui n'a pas d'argent.,0.49333334,0.94356763,0.20401919,0.6127884848617343
qu'est-ce qui vous fait penser que la chouette n'a pas participe ?,cela ne veut pas dire qu'elle n'a pas participe.,0.32,0.67358494,0.085963875,0.545759510670127
lol j'ai hate de voir vos encastrables !,j'ai hate de le voir !,0.35999998,0.87343013,0.14536503,0.5491813617967218
publie a l'origine par jacko !,publie a l'origine par izzy !,0.24000001,0.92926776,0.22128463,0.35812853497734176
merci candy d'avoir lance le fil.,bonbons - merci de nous avoir fait commencer aujourd'hui.,0.96000004,0.6338699,0.103710815,0.2481292099174907
sauf que ce n'etait pas le cas.,sauf qu'ils ne pouvaient pas.,0.2,0.6366001,0.082974024,0.4984953953119247
"si je vous dois des dollars, j'ai un probleme.","si je vous dois un trillion de dollars, vous avez un probleme.",0.44,0.92266595,0.171039,0.6815217696826601
"si aucune preuve n'est fournie pour etayer une position, celle-ci doit etre rejetee.","si une position est inverifiable, elle doit etre rejetee.",0.96000004,0.8678463,0.14932296,0.4984890623259513
tous les autres au niveau de prosperite actuel du mexique.,"tout le monde dans le monde au niveau de ""prosperite"" actuel de l'afrique du nord-ouest.",0.28,0.71654314,0.11355129,0.3285768271011546
bush n'obtient aucun credit pour le budget sous sa direction.,"et, obama n'a aucun credit pour le budget sous sa direction.",0.35999998,0.8474563,0.15208215,0.38669043184718105
lol ne devez-vous pas passer un test pour conduire un vehicule aux etats-unis ?,existe-t-il un test pour posseder une arme a feu aux etats-unis ?,0.16,0.8434858,0.14399773,0.43677506830081997
nous avons tous les deux pense que le film etait bon et nous n'avons pas trouve cela deroutant du tout.,"je pensais que c'etait bien, et je n'ai pas trouve cela deroutant.",0.64,0.7767517,0.11410012,0.49239876852051384
"si dieu n'existe pas, est-ce que quelque chose peut etre moralement mauvais ?","je demande encore une fois si dieu n'existe pas, est-ce que quelque chose peut etre moralement mauvais ?",1.0,0.9378176,0.1949929,0.6200315122441776
une loi est constitutionnelle si elle n'entre pas en conflit avec la constitution.,etre anticonstitutionnel signifie violer la constitution.,0.71999997,0.5817646,0.08245388,0.37969946598180193
poste a l'origine par muslim girl ooops sorry !,"poste a l'origine par une fille musulmane, ce n'est pas une impossibilite totale.",0.24000001,0.594316,0.09388752,0.2835888129277585
ce n'est pas votre pays.,c'est notre pays.,0.28,0.82985604,0.11028633,0.7979534565437442
poste a l'origine par zaf je suppose que l'eau au milieu fait une difference.,"poste a l'origine par zaf a long terme, oui.",0.2,0.7600244,0.12250481,0.3550908705409272
cone a lance un jeu.,addie joss cone a organise un jeu.,0.84,0.72099507,0.13634934,0.19010394165046984
edite par lashl : edite pour masquer correctement les blasphemes.,edite par lashl : edite pour masquer correctement les blasphemes dans le post cite.,0.96000004,0.93920743,0.23856393,0.3404471417759497
le jury n'est pas informe de la nullite des jures.,la citation que vous fournissez n'a rien a voir avec l'annulation par le jury.,0.32,0.671219,0.09726914,0.39523306602927333
la victime a ete renversee. vous avez des preuves ?,paranoiaque vous avez des preuves ?,0.2,0.38836247,0.080693,0.12702744473211813
"vous n'utilisez pas beaucoup le bouton de recherche, n'est-ce pas ?","vous n'utilisez pas du tout le bouton de recherche, n'est-ce pas ?",0.84,0.97800535,0.27235183,0.7959138012941499
je ne pense pas que paul ait une chance.,paul n'a aucune chance.,0.71999997,0.7522968,0.10299162,0.5200261595697316
le temps de la saison par les zombies nous sommes tous des vaisseaux remplis de nombreuses merveilles.,joie pour le monde nous sommes tous des vaisseaux remplis de nombreuses merveilles.,0.64,0.88269264,0.14342888,0.6240219006800412
remarquez-vous les absurdites que vous dites ?,"et pour etre juste, remarquez-vous les absurdites que vous dites ?",0.9142858,0.926857,0.16877586,0.7106424874997267
et s'ils ont rate une etude ?,et s'ils avaient un parti pris personnel ?,0.2,0.72210085,0.10607159,0.420777121576327
plus precisement un baptiste.,specifiquement gnostique.,0.24000001,0.59857774,0.10045224,0.23598380074239944
et une grande partie de la cote est.,et certaines parties de la cote ouest.,0.16,0.7359742,0.10533739,0.45235200158793115
pourquoi parlez-vous des femmes au sein des tribus hebraiques ?,"nous parlions des femmes comme d'une prime de guerre, n'est-ce pas ?",0.28,0.7262488,0.100835845,0.4957580271898511
"la nuit derniere, les forces japonaises ont attaque hong kong.","la nuit derniere, les forces japonaises ont attaque les iles philippines.",0.52,0.8290578,0.14121796,0.40128653308750933
". quelle est votre definition de la ""force vitale"" ?","quelle est votre definition de l'""ame"" ?",0.71999997,0.8570548,0.13663487,0.5688171751967649
ce n'est pas une responsabilite directe envers les electeurs.,"oui, mais ils sont responsables devant leurs electeurs.",0.52,0.683526,0.10691841,0.32185457937348205
"l'ideologie s'est construite autour d'une expansion violente, donc oui - une expansion violente.",l'ideologie etait construite autour d'une expansion violente et de la superiorite raciale.,0.8,0.8267638,0.13306165,0.47167194646839733
s'agissait-il d'un lavement ?,"@ossobuco, serait-ce un lavement ?",0.91999996,0.75664437,0.099410646,0.5325948377662499
mon dernier mot : ignorer a pour effet de normaliser.,le fait d'en tirer profit a pour effet de renforcer.,0.08,0.691904,0.10357348,0.35608133219651894
le probleme necessitera probablement des changements correctifs avant que la flotte de navettes ne reprenne son vol.,il a declare que le probleme doit etre corrige avant que la flotte de navettes spatiales ne soit autorisee a voler a nouveau.,0.88,0.75094694,0.12091028,0.3434586067361456
"le president de la sec, william donaldson, a declare qu'il y a une ""confiance croissante dans le fait que le flic est sur le terrain"".","""je pense qu'il y a un renforcement de la confiance que le flic est sur le terrain.""",0.68,0.70882595,0.10570345,0.3763204709520681
"aung san suu kyi, leader pro-democratie du myanmar, rentrera chez elle vendredi soir mais restera en detention apres s'etre remise d'une operation chirurgicale dans un hopital de yangon, a declare son medecin personnel.","aung san suu kyi, leader pro-democratie du myanmar, sera maintenue en residence surveillee apres sa sortie d'un hopital ou elle a ete operee, a indique vendredi son medecin personnel.",0.91999996,0.9112169,0.20443341,0.33082213088841905
"darren dopp, un porte-parole de spitzer, a refuse de commenter jeudi dernier.","john heine, un porte-parole de la commission a washington, a refuse de commenter les critiques de m. spitzer.",0.28,0.76678014,0.14053631,0.2413036390898961
"dans l'apres-midi, le cac-40 francais a progresse et le ftse 100 britannique a gagne 0,7 % chacun, tandis que l'indice dax allemand a augmente de 0,6 %.","en europe, le cac-40 francais a augmente de 1,3 %, le ftse 100 britannique a baisse de 0,2 % et l'indice dax allemand a gagne 0,6 %.",0.4,0.91165406,0.19196445,0.4137623853252396
sens. john kerry et bob graham ont decline les invitations a prendre la parole.,les absents etaient des sens. john kerry du massachusetts et bob graham de floride.,0.71999997,0.57643443,0.09522342,0.24072057061418167
"selon m. page, il est egalement possible que les genes du chromosome y influencent les differences de sensibilite aux maladies selon le sexe.",il a ajoute que les genes sur le y pourraient jouer un role en influencant les differences de susceptibilite aux maladies selon le sexe.,0.88,0.28492877,0.06952008,0.09791050068066585
l'une des facettes les plus etudiees du temperament est la facon dont les gens reagissent a la nouveaute.,l'une des caracteristiques determinantes et bien etudiees du temperament est la facon dont les gens reagissent a la nouveaute.,0.96000004,0.94199884,0.23596159,0.3799794186631188
"mais les papillons exposes a un cycle lumineux plus precoce, de 1h a 1h du matin, s'orientent vers le sud-est.","mais les papillons loges sous un cycle de lumiere plus ancien, de 1h a 13h, volaient vers le sud-est.",0.91999996,0.8666644,0.15336685,0.454778099111751
"dunlap a remporte le concours de maillot de bain et la partie talent du concours, en chantant ""if i could"".","elle a gagne la partie talent en chantant ""if i could"" et a egalement gagne en tenue de soiree.",0.56,0.8229204,0.14332812,0.36363346134640323
"l'asie du sud suit, avec 1,1 million de jeunes infectes - dont 62 % de femmes.","sur les 1,1 million de personnes infectees en asie du sud, 62% sont des femmes.",0.8,0.87862545,0.14817011,0.5733152001726736
"une heure plus tard, un helicoptere israelien a tire des missiles sur une voiture dans la ville de gaza, tuant deux responsables du hamas et au moins cinq autres personnes.","une heure plus tard, des helicopteres d'attaque israeliens ont fait pleuvoir des missiles sur une voiture dans la ville de gaza, tuant sept personnes, selon des sources palestiniennes.",0.85,0.9203905,0.17805012,0.5964838654603108
"le porte-parole de l'aaa, jerry cheske, a declare que les prix ont peut-etre affecte certains plans, mais que les offres d'hotels bon marche ont attenue l'effet.","le porte-parole de l'aaa, jerry cheske, a declare que les prix avaient peut-etre affecte certains projets, mais que les hotels bon marche avaient compense.",1.0,0.9520416,0.26140162,0.3455173476968925
"elle a intente une action en justice pour 125 millions de dollars, affirmant que gruner & jahr avait rompu son contrat avec elle en l'ecartant de decisions editoriales cles.","elle a intente une action en justice pour 125 millions de dollars, affirmant que g+j avait rompu son contrat avec elle en l'ecartant de decisions editoriales cles et en manipulant les chiffres financiers du magazine.",0.7,0.92975956,0.2155973,0.38949407943889397
l'edition standard est de 15 000 dollars par processeur ou de 300 dollars par utilisateur nomme.,la standard edition one est une version monoprocesseur de la base de donnees oracle standard edition.,0.5,0.683988,0.11160131,0.2847671387083554
microsoft a acquis virtual pc lors du rachat des actifs de connectix au debut de l'annee.,"microsoft a rachete virtual pc a son developpeur, connectix, au debut de l'annee.",0.88,0.8757938,0.16991132,0.3697709922869436
"le corps de leon williams a ete retrouve dans son appartement du troisieme etage au 196 bay st., a tompkinsville.","l'homme mort, leon williams, a ete retrouve dans son appartement du troisieme etage.",0.68,0.8810002,0.18199919,0.31873501988557595
c'est le premier exercice de ce type depuis les attaques terroristes du 11 septembre sur new york et washington.,il s'agit du premier exercice antiterroriste a grande echelle depuis les attentats du 11 septembre.,0.8,0.8589789,0.13889845,0.5408622473181972
"ursel reisen a confirme qu'il assurait l'exploitation de l'autocar, mais n'a donne aucun detail, si ce n'est que les passagers etaient d'ages divers.","ursel reisen a confirme qu'il avait assure l'exploitation de l'autocar, mais a refuse de donner des details sur les passagers, si ce n'est pour dire qu'ils etaient d'ages differents.",0.96000004,0.93073857,0.20973383,0.4383800464789119
"au total, 17 cas ont ete confirmes dans la ville de bassora, dans le sud du pays, a declare l'organisation.","un total de 17 cas confirmes de cholera ont ete signales hier par l'organisation mondiale de la sante dans la ville de bassora, dans le sud de l'irak.",0.71999997,0.85947204,0.16301186,0.35221938192138974
il devait egalement se rendre au yemen et a bahrein lors de sa tournee dans la region.,"khatami, qui est arrive a beyrouth lundi, devait egalement visiter la syrie, le yemen et le bahrein.",0.68,0.77616733,0.12817582,0.35113904391691536
"le general myers a declare aux journalistes qu'""a premiere vue, il ne semble pas qu'aucune regle n'ait ete enfreinte"".","""a premiere vue, il ne semble pas qu'aucune regle n'ait ete enfreinte"", a declare le general richard myers, president de l'etat-major interarmees.",0.71999997,0.8211904,0.14653619,0.3157735681639233
"prouvant que le sacrifice du fils millville ne serait pas meconnu, le maire james quinn a ordonne que tous les drapeaux de la ville soient mis en berne pendant les 30 jours suivants.","hier, a millville, le maire james quinn a ordonne que tous les drapeaux de la ville soient mis en berne pour les 30 prochains jours.",0.68,0.8704727,0.15848371,0.4347793101868768
"tom kraynak, directeur des operations et des ressources du conseil de fiabilite de la region du centre-est de l'ohio (canton), a declare que ce scenario est l'un des nombreux que les enqueteurs envisagent.","tom kraynak, directeur des operations et des ressources pour le conseil de fiabilite de la region du centre-est, base a canton, dans l'ohio, a declare que les enqueteurs etudient le scenario.",0.85,0.8988167,0.18227826,0.35202809104370036
ils ont trouve des molecules qui ne peuvent etre produites que lorsque l'ozone decompose le cholesterol.,et tous les echantillons contenaient des molecules qui ne peuvent etre produites que lorsque le cholesterol interagit avec l'ozone.,0.85,0.9001462,0.17040278,0.49303072244274887
il peut stocker plus d'un gigaoctet d'informations equivalant a environ 12 heures de musique dans un centimetre cube.,et il peut stocker plus d'un gigaoctet d'informations - l'equivalent de 1 000 images de haute qualite ou d'environ 12 heures de musique - dans un seul centimetre cube.,0.76919997,0.9122787,0.17639603,0.5291634437840788
"au debut de ce mois, rim avait declare qu'elle prevoyait de declarer des benefices pour le deuxieme trimestre compris entre 7 et 11 cents par action.","en excluant les frais de justice et autres charges, elle prevoyait une perte de 1 a 4 cents par action.",0.24000001,0.76740515,0.11516986,0.4328737754347464
"""pour moi, l'imbroglio lewinsky semblait etre un autre scandale vicieux fabrique par des opposants politiques"", selon des extraits publies hier.","""pour moi, l'imbroglio de lewinsky semblait etre un autre scandale vicieux fabrique par des opposants politiques"", ecrit mme clinton.",0.64,0.8837672,0.17165522,0.3965341910104912
"en 2001 et 2002, les virements bancaires effectues a partir de 4 des 40 comptes de la societe ont totalise plus de 3,2 milliards de dollars, selon les procureurs.","les virements bancaires de quatre des 40 comptes ouverts a beacon hill ont totalise plus de 3,2 milliards de dollars de 2001 a 2002, a declare m. morgenthau.",0.76,0.81745106,0.13281743,0.4143643226290255
"l'universite de stony brook a lance l'etude en 1996, apres que des etudes anterieures aient indique un lien possible entre les champs electromagnetiques et le cancer.","l'universite d'etat de stony brook a lance l'etude en 1996, apres que des etudes anterieures aient indique un lien possible.",0.64,0.8849305,0.18673092,0.30256183163140843
"auparavant, ils avaient defie un ordre de la police et crie ""allahu akbar"" (dieu est le plus grand) alors que bashir se dirigeait vers son siege dans la salle d'audience etroitement surveillee.","auparavant, les partisans de bashir avaient defie un ordre de la police et crie ""allahu akbar (dieu est le plus grand)"" alors qu'il se dirigeait vers son siege.",0.8,0.9196259,0.19697554,0.4227483719020854
"le porte-parole de la metropolitan ambulance, james howe, a declare que cinq personnes ont ete emmenees a l'hopital et trois ont ete soignees sur place apres l'incident d'hier.","le porte-parole james howe a declare que cinq enfants ages de 4 a 17 ans ont ete emmenes a l'hopital pour des blessures au cou et a la poitrine, tandis que trois autres ont ete soignes sur place.",0.6666,0.7699211,0.13272238,0.2940852600358742
mais il est clair que le joint intelligence committee n'a pas ete implique.,ce rapport a ete approuve par le joint intelligence committee.,0.4,0.70105094,0.10862161,0.3445133091604126
"environ 22 % des jeunes de 20 ans sont obeses, ce qui represente un poids superieur d'environ 30 livres a leur poids normal.","environ 31 % des americains sont aujourd'hui obeses, c'est-a-dire qu'ils ont un poids superieur d'au moins 30 livres a leur poids de forme.",0.52,0.8601697,0.14583798,0.49602696221063897
"coupling, une version americaine d'une comedie britannique a succes, obtiendra le precieux creneau horaire du jeudi 21h30.","coupling, une version americaine d'une comedie britannique a succes, s'associera a friends le jeudi.",0.6,0.8835378,0.16228113,0.4648889714779662
son corps a ete retrouve plusieurs semaines plus tard dans la riviere verte.,"15 aout 1982 : des restes de chapman, hinds et mills se trouvent dans la riviere verte.",0.52,0.65010536,0.11292233,0.22133955145802686
"""les combats ont continue jusqu'a minuit"", a declare le commandant des rebelles occidentaux ousmane coulibaly a reuters par telephone satellite dimanche.","""ils ont saccage et brule completement les deux villages"", a declare le commandant rebelle ousmane coulibaly a reuters par telephone satellite depuis la brousse.",0.56,0.86653644,0.15883538,0.35352996300495154
la lecture pour aout et juillet est la meilleure depuis le debut de l'enquete en aout 1997.,il s'agit de la lecture la plus elevee depuis la creation de l'indice en aout 1997.,0.6,0.79417557,0.1313583,0.3745160470924307
"les forces speciales americaines forment des soldats colombiens dans les bases militaires de la region pour proteger l'oleoduc, qui transporte du brut du deuxieme plus grand champ petrolifere de colombie.",les troupes des forces speciales americaines forment des soldats colombiens dans les bases militaires de la region pour proteger le pipeline.,0.64,0.90755326,0.1757223,0.4829281350102386
"nous avons besoin d'un budget certifiable pour la mi-juillet, sinon les ecoles n'ouvriront pas en septembre, a declare m. strayhorn.","les legislateurs texans doivent combler un deficit budgetaire de 185,9 millions de dollars d'ici la mi-juillet, sinon les ecoles n'ouvriront pas en septembre, a declare jeudi la controleuse carole keeton strayhorn.",0.52,0.7925451,0.12828721,0.37737183337688346
"les actions de hartford ont augmente de 2,88 $ pour atteindre 46,50 $ dans le composite de la bourse de new york.","les actions de hartford ont augmente de 2,28 $, soit 5,2 %, pour atteindre 45,90 $ a la mi-journee.",0.5,0.85646325,0.1658955,0.32313228098192165
le dvd-cca a ensuite fait appel devant la cour supreme de l'etat.,le dvd cca a fait appel de cette decision devant la cour supreme des etats-unis.,0.9,0.88988656,0.1816295,0.3601074629641775
"la station de musique country kkcs a suspendu deux disc-jockeys pour avoir joue des chansons des dixie chicks, en violation d'une interdiction imposee apres qu'un membre du groupe ait critique le president george bush.","une station de radio a suspendu deux disc-jockeys pour s'etre enfermes dans le studio et avoir fait jouer en continu des chansons des dixie chicks, violant ainsi l'interdiction de la station de diffuser la musique du groupe depuis deux mois.",0.65,0.8572994,0.14824282,0.42740285633282976
"les actions souveraines ont perdu 74 cents, soit 4,5 %, a 15,68 dollars.","les actions souveraines ont cloture a la bourse de new york a 15,68 $, soit une baisse de 74 cents, ou 4,5 %.",0.8,0.8614136,0.16034526,0.3805352900004407
"les actions d'aspen technology ont chute de 74 cents, soit 23 pour cent, pour cloturer a 2,48 dollars sur le nasdaq.","dans l'apres-midi, les actions d'aspen ont baisse de 89 cents, soit plus de 27 %, a 2,33 dollars par action.",0.44,0.797677,0.13539554,0.3167960417623121
la nouvelle loi oblige les bibliotheques et les ecoles a utiliser des filtres sous peine de perdre le financement federal.,l'arret 6-3 retablit une loi qui disait aux bibliotheques d'installer des filtres ou de rendre l'argent federal.,0.56,0.8551423,0.15234242,0.41568618163281384
"en outre, elle a offert aux etats-unis et a israel un moyen de contourner m. arafat.","lorsque le poste de premier ministre a ete cree au printemps, il a offert aux etats-unis et a israel un moyen de contourner arafat.",0.71999997,0.8278205,0.1481878,0.3476539496838192
"et oui, marilyn monroe fait definitivement partie de l'histoire, intitulee ""arthur miller, elia kazan et la liste noire"" : aucun sans peche"".","notez le sous-titre de cette terrible parabole dans la serie des ""american masters"", ""arthur miller, elia kazan et la liste noire"" : aucun sans peche"".",0.52,0.8069607,0.15885532,0.2186299009937409
"la police de gilroy et les agents du fbi ont decrit gehring comme etant cooperatif, mais ont declare samedi qu'il n'avait rien revele sur ce qui etait arrive aux enfants.","samedi, des fonctionnaires californiens ont decrit gehring comme etant cooperatif - mais ont declare qu'il n'a rien revele sur ce qui est arrive aux enfants.",0.76,0.9091445,0.1977279,0.3387353703686353
"le corps de scribner a ete retrouve flottant dans la baie de portage de la ville, ou il vivait avec sa femme dans une peniche.","un kayakiste a trouve le corps du dr scribner flottant pres de la peniche du medecin a portage bay, ou il dejeunait lorsque sa femme, ethel, est partie pour un rendez-vous.",0.64,0.8166457,0.14259657,0.3511235150882957
"apres que les manifestants se soient precipites sur la scene et aient coupe a deux reprises l'alimentation du micro, hedges a mis fin prematurement au discours.","apres que les manifestants se soient precipites sur la scene et aient coupe a deux reprises l'alimentation du micro, hedges a interrompu son discours.",1.0,0.97731763,0.31074128,0.49775864348481486
"un passant a trouve ben cache le long d'un chemin de terre dans le spanish fork canyon vers 19 heures, les mains encore scotchees mais les pieds libres.","un passant a trouve le garcon cache le long d'un chemin de terre dans le spanish fork canyon vers 19 heures jeudi, les pieds libres mais les mains encore scotchees.",0.8,0.9546616,0.26063436,0.37623280681061455
les medecins disent qu'un ou deux garcons peuvent mourir et que des lesions cerebrales sont possibles s'ils survivent.,"les medecins ont declare qu'un des garcons ou les deux pourraient mourir et que s'ils survivent, des lesions cerebrales sont possibles.",1.0,0.9490508,0.21402468,0.601579359948531
"il manque egalement al larsen, 31 ans, de fort worth, texas, qui se trouvait dans un autre vehicule balaye par l'autoroute.","l'autre victime retrouvee mardi matin etait al larsen, 31 ans, de fort worth, texas.",0.44,0.84450996,0.16452552,0.29319781784389065
la societe britannique glaxosmithkline plc a declare au debut de l'annee qu'elle couperait l'approvisionnement des pharmacies canadiennes qui livrent aux etats-unis.,"glaxosmithkline, le fabricant de medicaments britannique, a declare qu'il couperait l'approvisionnement des magasins canadiens qui expedient des medicaments aux etats-unis.",0.84,0.87670135,0.1697425,0.37121760243908447
"le festival a debute hier, un jour apres que la commission de la concurrence ait rendu son verdict final au gouvernement sur le projet de fusion de 4,1 milliards de livres sterling.","la commission de la concurrence a rendu son verdict hier sur le projet de fusion des deux grands acteurs du secteur itv, carlton et granada.",0.5636,0.7630222,0.120104015,0.3657056056815733
